project_id,project_name,client_id,bu_id,region_id,pm_id,billing_model,start_date,end_date,bill_rate_usd_per_hr,fixed_fee_total_usd,status
PR01036,Enable Virtual Applications,CL00198,BU00001,RG00002,PM00046,T&M,2024-11-22,2025-05-22,129.0,,On Hold
PR01037,Target User-Centric Deliverables,CL00159,BU00003,RG00006,PM00069,T&M,2025-07-17,2025-12-31,93.0,,On Hold
PR01038,Whiteboard Extensible Convergence,CL00215,BU00003,RG00002,PM00031,T&M,2025-09-20,2025-10-20,57.0,,On Hold
PR01039,Incubate Bleeding-Edge Infrastructures,CL00148,BU00003,RG00004,PM00034,T&M,2025-01-18,2025-12-31,71.0,,Active
PR01040,Monetize Bricks-And-Clicks E-Markets,CL00182,BU00001,RG00006,PM00041,Retainer,2024-11-17,2024-12-17,95.0,,Active
PR01041,Orchestrate Seamless Synergies,CL00115,BU00003,RG00005,PM00039,T&M,2024-02-08,2024-11-08,89.0,,Active
PR01042,Mesh Global Convergence,CL00239,BU00008,RG00002,PM00059,Retainer,2023-01-01,2023-07-01,98.0,,Active
PR01043,Syndicate Value-Added Models,CL00249,BU00006,RG00006,PM00038,T&M,2024-03-21,2025-03-21,118.0,,Active
PR01044,Monetize Value-Added E-Commerce,CL00242,BU00003,RG00005,PM00057,T&M,2025-01-11,2025-04-11,127.0,,Active
PR01045,Expedite Bleeding-Edge Synergies,CL00123,BU00001,RG00002,PM00071,T&M,2024-03-31,2025-09-30,94.0,,Active
PR01046,Disintermediate Dynamic E-Markets,CL00159,BU00004,RG00004,PM00046,T&M,2025-05-01,2025-06-01,112.0,,Active
PR01047,Brand Impactful Action-Items,CL00165,BU00004,RG00005,PM00068,T&M,2025-05-20,2025-12-31,92.0,,Completed
PR01048,Unleash Integrated Architectures,CL00072,BU00004,RG00001,PM00011,T&M,2023-09-11,2023-10-11,112.0,,Active
PR01049,Morph Strategic E-Commerce,CL00172,BU00002,RG00005,PM00051,T&M,2023-12-09,2025-06-09,127.0,,Active
PR01050,Incentivize Real-Time Technologies,CL00155,BU00001,RG00006,PM00047,T&M,2025-08-29,2025-12-31,131.0,,Active
PR01051,Exploit Real-Time E-Markets,CL00110,BU00006,RG00004,PM00048,T&M,2025-04-06,2025-12-31,118.0,,Active
PR01052,Iterate Innovative Roi,CL00079,BU00008,RG00005,PM00012,T&M,2023-10-20,2024-01-20,131.0,,Completed
PR01053,Envisioneer One-To-One Functionalities,CL00190,BU00007,RG00004,PM00037,T&M,2023-08-01,2025-02-01,82.0,,Active
PR01054,Re-Intermediate Customized Niches,CL00230,BU00007,RG00006,PM00054,T&M,2024-12-08,2025-01-08,69.0,,Active
PR01055,Synthesize Dynamic Vortals,CL00023,BU00003,RG00002,PM00039,T&M,2025-08-25,2025-12-31,98.0,,Completed
PR01056,Orchestrate Scalable Users,CL00086,BU00002,RG00005,PM00049,T&M,2023-01-31,2024-07-31,118.0,,Active
PR01057,Reinvent Sticky Technologies,CL00235,BU00005,RG00004,PM00023,Fixed Fee,2023-02-04,2023-04-04,,322731.0,Active
PR01058,Enable Visionary Synergies,CL00194,BU00003,RG00002,PM00024,Retainer,2024-02-23,2024-08-23,105.0,,Active
PR01059,Evolve B2C Synergies,CL00126,BU00001,RG00003,PM00075,T&M,2023-12-28,2024-09-28,130.0,,Active
PR01060,Architect Cross-Platform E-Markets,CL00119,BU00004,RG00001,PM00001,T&M,2025-02-05,2025-11-05,86.0,,Active
PR01061,Generate Rich Relationships,CL00164,BU00008,RG00001,PM00037,T&M,2024-04-29,2024-10-29,103.0,,Active
PR01062,Scale Robust Supply-Chains,CL00177,BU00004,RG00001,PM00016,Fixed Fee,2024-12-21,2025-09-21,,158711.0,Active
PR01063,E-Enable B2B Markets,CL00249,BU00002,RG00005,PM00047,Fixed Fee,2023-05-05,2023-08-05,,32717.0,Active
PR01064,Revolutionize Impactful Partnerships,CL00223,BU00005,RG00006,PM00061,Retainer,2024-02-18,2025-02-18,118.0,,Completed
PR01065,Syndicate Viral Solutions,CL00096,BU00001,RG00003,PM00021,Fixed Fee,2025-04-23,2025-10-23,,27594.0,Active
PR01066,Transition Enterprise Synergies,CL00119,BU00003,RG00003,PM00021,T&M,2024-01-24,2024-04-24,75.0,,Active
PR01067,Revolutionize Interactive Architectures,CL00163,BU00006,RG00001,PM00038,T&M,2023-07-09,2023-09-09,113.0,,Active
PR01068,Incentivize Robust Solutions,CL00020,BU00004,RG00006,PM00024,Fixed Fee,2024-11-19,2025-12-31,,123052.0,Active
PR01069,Extend Mission-Critical Deliverables,CL00043,BU00006,RG00003,PM00039,T&M,2024-12-16,2025-09-16,157.0,,Active
PR01070,Syndicate Integrated Methodologies,CL00093,BU00002,RG00005,PM00075,T&M,2023-11-20,2024-11-20,68.0,,Active
PR01071,Re-Contextualize World-Class Communities,CL00036,BU00005,RG00003,PM00063,T&M,2024-04-29,2024-05-29,121.0,,Completed
PR01072,Drive Revolutionary Schemas,CL00042,BU00002,RG00002,PM00020,T&M,2025-09-04,2025-11-04,81.0,,Completed
PR01073,Embrace Dot-Com Info-Mediaries,CL00204,BU00002,RG00004,PM00059,Retainer,2025-03-20,2025-05-20,113.0,,Active
PR01074,Monetize 24/365 Relationships,CL00034,BU00001,RG00004,PM00045,T&M,2025-09-18,2025-12-31,111.0,,Active
PR01075,Cultivate Killer Initiatives,CL00210,BU00008,RG00005,PM00067,Fixed Fee,2023-03-22,2023-09-22,,337336.0,Active
PR01076,Whiteboard User-Centric Vortals,CL00182,BU00005,RG00001,PM00016,T&M,2024-01-02,2025-07-02,62.0,,Completed
PR01077,Leverage Efficient Applications,CL00037,BU00004,RG00003,PM00017,T&M,2023-01-24,2023-02-24,113.0,,On Hold
PR01078,Strategize Interactive Synergies,CL00109,BU00002,RG00001,PM00003,Fixed Fee,2023-07-05,2024-01-05,,49677.0,Completed
PR01079,Benchmark Collaborative Metrics,CL00011,BU00004,RG00001,PM00005,Fixed Fee,2023-03-07,2023-06-07,,404298.0,Active
PR01080,Disintermediate E-Business Action-Items,CL00016,BU00008,RG00001,PM00033,T&M,2023-08-29,2024-08-29,107.0,,Active
PR01081,Synthesize E-Business Methodologies,CL00003,BU00002,RG00001,PM00078,T&M,2023-09-02,2024-03-02,138.0,,Completed
PR01082,Facilitate Leading-Edge Markets,CL00048,BU00006,RG00001,PM00012,T&M,2025-08-19,2025-12-31,72.0,,Active
PR01083,Visualize B2C Users,CL00072,BU00006,RG00003,PM00021,Retainer,2024-07-06,2025-07-06,96.0,,Completed
PR01084,Enable Holistic E-Services,CL00157,BU00004,RG00005,PM00073,T&M,2023-06-16,2024-06-16,99.0,,Completed
PR01085,Engage Cross-Media Systems,CL00196,BU00001,RG00005,PM00028,Fixed Fee,2024-05-07,2024-11-07,,221979.0,On Hold
PR01086,Utilize Enterprise Convergence,CL00044,BU00001,RG00006,PM00013,Retainer,2023-10-27,2023-12-27,114.0,,Completed
PR01087,Morph Revolutionary Models,CL00218,BU00008,RG00003,PM00076,T&M,2023-07-29,2024-01-29,109.0,,Active
PR01088,Engage Distributed Users,CL00028,BU00003,RG00003,PM00049,T&M,2024-11-10,2025-05-10,121.0,,Active
PR01089,Aggregate Viral Users,CL00105,BU00002,RG00003,PM00016,T&M,2025-01-31,2025-12-31,153.0,,Active
PR01090,Harness Plug-And-Play Niches,CL00127,BU00006,RG00006,PM00037,Fixed Fee,2024-06-24,2024-07-24,,219008.0,Active
PR01091,Redefine Granular Partnerships,CL00084,BU00008,RG00001,PM00050,T&M,2025-07-19,2025-12-31,114.0,,Active
PR01092,Orchestrate Customized Technologies,CL00080,BU00008,RG00002,PM00071,T&M,2025-04-05,2025-05-05,127.0,,On Hold
PR01093,Incubate Bricks-And-Clicks Bandwidth,CL00110,BU00004,RG00001,PM00061,Retainer,2024-02-14,2024-08-14,120.0,,Active
PR01094,Revolutionize Enterprise Roi,CL00004,BU00008,RG00006,PM00014,T&M,2023-01-02,2023-10-02,75.0,,Active
PR01095,Re-Intermediate Bricks-And-Clicks E-Business,CL00174,BU00002,RG00001,PM00019,T&M,2023-01-30,2023-03-30,83.0,,Active
PR01096,Harness Innovative Web Services,CL00027,BU00003,RG00001,PM00047,Retainer,2024-01-06,2024-10-06,96.0,,Active
PR01097,Transition Integrated Solutions,CL00153,BU00007,RG00001,PM00030,Retainer,2025-04-17,2025-10-17,100.0,,Active
PR01098,Innovate Rich Schemas,CL00072,BU00005,RG00006,PM00052,T&M,2025-03-25,2025-12-31,107.0,,Active
PR01099,Re-Intermediate Front-End Vortals,CL00244,BU00007,RG00004,PM00066,T&M,2023-08-28,2023-10-28,113.0,,Completed
PR01100,Visualize World-Class Initiatives,CL00028,BU00002,RG00003,PM00063,T&M,2024-09-28,2024-12-28,153.0,,Active
PR01101,Mesh Innovative Paradigms,CL00035,BU00001,RG00001,PM00007,Retainer,2023-05-30,2024-11-30,118.0,,Active
PR01102,Reinvent Robust Solutions,CL00007,BU00003,RG00004,PM00078,Fixed Fee,2023-07-21,2025-01-21,,353908.0,Active
PR01103,Synthesize Dynamic Platforms,CL00160,BU00002,RG00001,PM00067,Fixed Fee,2023-06-16,2024-03-16,,165761.0,Completed
PR01104,Maximize Integrated Web Services,CL00052,BU00005,RG00006,PM00064,T&M,2023-02-19,2023-08-19,91.0,,Active
PR01105,Mesh Dot-Com Markets,CL00088,BU00001,RG00001,PM00056,Retainer,2025-01-31,2025-12-31,102.0,,Active
PR01106,Enhance Intuitive Synergies,CL00116,BU00006,RG00004,PM00057,T&M,2024-07-23,2025-07-23,140.0,,Active
PR01107,Visualize Holistic Infrastructures,CL00143,BU00005,RG00006,PM00022,T&M,2023-11-21,2024-05-21,128.0,,Active
PR01108,Exploit Leading-Edge Relationships,CL00184,BU00007,RG00004,PM00015,Fixed Fee,2024-12-28,2025-03-28,,432845.0,Active
PR01109,Extend Next-Generation Relationships,CL00142,BU00008,RG00004,PM00072,Retainer,2025-05-16,2025-11-16,126.0,,Active
PR01110,Transition Real-Time Deliverables,CL00101,BU00005,RG00004,PM00076,Retainer,2023-04-01,2023-10-01,107.0,,Active
PR01111,Drive Intuitive Content,CL00091,BU00005,RG00003,PM00008,T&M,2023-03-05,2024-03-05,142.0,,Active
PR01112,Architect Mission-Critical Platforms,CL00215,BU00006,RG00003,PM00075,T&M,2023-05-02,2024-05-02,106.0,,Completed
PR01113,Incubate Integrated Solutions,CL00088,BU00007,RG00001,PM00055,T&M,2023-12-25,2024-12-25,111.0,,Active
PR01114,Mesh Interactive Networks,CL00090,BU00001,RG00006,PM00032,T&M,2023-10-28,2024-07-28,91.0,,Active
PR01115,Reinvent Next-Generation Platforms,CL00152,BU00002,RG00006,PM00009,Retainer,2025-08-29,2025-12-31,121.0,,Active
PR01116,Maximize Synergistic Methodologies,CL00044,BU00001,RG00005,PM00042,T&M,2025-09-19,2025-12-19,121.0,,Active
PR01117,Scale Cutting-Edge Platforms,CL00109,BU00007,RG00003,PM00003,Fixed Fee,2024-12-13,2025-06-13,,199225.0,Active
PR01118,Generate Viral Schemas,CL00082,BU00007,RG00005,PM00050,T&M,2023-09-17,2024-03-17,119.0,,Active
PR01119,Deliver Cross-Platform Web Services,CL00126,BU00002,RG00006,PM00027,T&M,2024-09-15,2024-11-15,88.0,,Active
PR01120,Incubate Visionary Convergence,CL00196,BU00006,RG00002,PM00079,T&M,2023-09-03,2023-10-03,136.0,,On Hold
PR01121,Engage World-Class Relationships,CL00052,BU00008,RG00006,PM00010,Retainer,2024-05-04,2024-07-04,100.0,,Active
PR01122,Engineer User-Centric Vortals,CL00074,BU00005,RG00001,PM00039,Retainer,2024-10-02,2025-10-02,106.0,,Active
PR01123,Incentivize Killer Architectures,CL00058,BU00002,RG00006,PM00075,T&M,2025-08-03,2025-09-03,112.0,,Active
PR01124,Re-Contextualize Dot-Com Relationships,CL00018,BU00008,RG00004,PM00027,T&M,2025-05-04,2025-11-04,111.0,,Active
PR01125,Grow Impactful Synergies,CL00211,BU00005,RG00005,PM00039,T&M,2024-12-03,2025-01-03,93.0,,Active
PR01126,Envisioneer Vertical Deliverables,CL00052,BU00007,RG00004,PM00033,Fixed Fee,2023-02-23,2023-03-23,,474240.0,Active
PR01127,Matrix Seamless Synergies,CL00196,BU00003,RG00001,PM00067,Retainer,2023-07-29,2025-01-29,66.0,,Active
PR01128,Enhance Killer Vortals,CL00055,BU00008,RG00003,PM00069,Retainer,2024-04-11,2025-04-11,121.0,,Completed
PR01129,Revolutionize Efficient Schemas,CL00233,BU00007,RG00005,PM00008,T&M,2023-02-03,2023-08-03,94.0,,Active
PR01130,Engage B2C Platforms,CL00038,BU00004,RG00002,PM00039,Retainer,2025-03-05,2025-09-05,120.0,,Active
PR01131,Target Synergistic Eyeballs,CL00221,BU00002,RG00006,PM00027,Retainer,2023-02-28,2023-05-28,125.0,,Active
PR01132,Morph Bricks-And-Clicks Applications,CL00074,BU00003,RG00003,PM00077,T&M,2023-08-04,2025-02-04,107.0,,Active
PR01133,Enhance Dot-Com Content,CL00039,BU00004,RG00001,PM00032,Fixed Fee,2024-01-24,2024-07-24,,133744.0,Active
PR01134,Maximize Wireless Networks,CL00125,BU00007,RG00004,PM00005,T&M,2023-05-23,2023-06-23,50.0,,Active
PR01135,Drive Intuitive Vortals,CL00008,BU00005,RG00003,PM00071,T&M,2023-12-04,2024-06-04,126.0,,Completed
PR01136,Reinvent Holistic Networks,CL00247,BU00008,RG00001,PM00008,Retainer,2025-01-19,2025-03-19,143.0,,Active
PR01137,Expedite Seamless Paradigms,CL00155,BU00005,RG00001,PM00053,Retainer,2023-05-29,2024-05-29,105.0,,Active
PR01138,Synergize Strategic Markets,CL00227,BU00002,RG00004,PM00018,T&M,2025-06-14,2025-09-14,81.0,,Active
PR01139,Seize User-Centric E-Markets,CL00129,BU00002,RG00005,PM00075,Retainer,2024-06-03,2025-03-03,149.0,,Completed
PR01140,Cultivate Bleeding-Edge Experiences,CL00065,BU00008,RG00001,PM00031,Fixed Fee,2023-07-07,2023-10-07,,366404.0,Completed
PR01141,Re-Contextualize Value-Added Functionalities,CL00081,BU00006,RG00005,PM00050,Retainer,2025-07-24,2025-12-31,102.0,,Active
PR01142,Synergize Scalable Content,CL00240,BU00007,RG00002,PM00019,T&M,2025-09-09,2025-12-09,73.0,,Active
PR01143,Integrate Turn-Key Users,CL00071,BU00008,RG00004,PM00033,Retainer,2025-03-25,2025-12-25,122.0,,Active
PR01144,Orchestrate World-Class Mindshare,CL00137,BU00006,RG00006,PM00015,T&M,2025-05-27,2025-12-31,82.0,,Active
PR01145,Orchestrate Scalable Methodologies,CL00175,BU00004,RG00003,PM00019,T&M,2023-12-09,2024-12-09,145.0,,Active
PR01146,Grow E-Business E-Services,CL00211,BU00005,RG00001,PM00078,T&M,2024-09-02,2024-12-02,132.0,,Active
PR01147,Envisioneer Impactful Eyeballs,CL00205,BU00001,RG00006,PM00031,T&M,2024-11-01,2025-11-01,102.0,,Active
PR01148,Facilitate Strategic Info-Mediaries,CL00164,BU00006,RG00006,PM00016,T&M,2023-07-25,2024-04-25,71.0,,Active
PR01149,Extend Scalable Schemas,CL00114,BU00007,RG00001,PM00051,Retainer,2025-06-06,2025-12-06,138.0,,Completed
PR01150,Morph Strategic Interfaces,CL00078,BU00002,RG00002,PM00039,T&M,2024-09-12,2024-12-12,114.0,,Completed
PR01151,Brand End-To-End Channels,CL00235,BU00008,RG00006,PM00041,Retainer,2025-02-18,2025-12-31,146.0,,Completed
PR01152,Engage 24/365 Models,CL00105,BU00001,RG00003,PM00011,Retainer,2025-01-17,2025-02-17,86.0,,Completed
PR01153,Visualize 24/365 Schemas,CL00121,BU00007,RG00003,PM00055,Retainer,2024-09-06,2025-09-06,124.0,,Completed
PR01154,Extend Interactive Action-Items,CL00212,BU00003,RG00006,PM00034,T&M,2025-08-14,2025-10-14,132.0,,Active
PR01155,Empower User-Centric Vortals,CL00155,BU00006,RG00004,PM00004,Fixed Fee,2023-04-22,2023-10-22,,503266.0,Active
PR01156,Evolve One-To-One Web Services,CL00048,BU00008,RG00006,PM00018,T&M,2025-06-13,2025-12-31,128.0,,Active
PR01157,Brand Bricks-And-Clicks Convergence,CL00079,BU00006,RG00005,PM00011,T&M,2024-10-04,2025-04-04,132.0,,Active
PR01158,Harness Cross-Media Metrics,CL00183,BU00003,RG00005,PM00053,Fixed Fee,2023-10-23,2024-01-23,,363624.0,Active
PR01159,Revolutionize Extensible Communities,CL00123,BU00003,RG00003,PM00023,Fixed Fee,2023-02-07,2023-11-07,,356489.0,Completed
PR01160,Re-Intermediate Visionary E-Business,CL00205,BU00005,RG00002,PM00011,T&M,2024-06-27,2024-07-27,117.0,,Active
PR01161,Grow Revolutionary E-Services,CL00225,BU00007,RG00005,PM00029,T&M,2023-08-15,2024-08-15,102.0,,Active
PR01162,Innovate Out-Of-The-Box Eyeballs,CL00143,BU00004,RG00001,PM00060,T&M,2023-11-07,2025-05-07,99.0,,Active
PR01163,Embrace Scalable Action-Items,CL00044,BU00001,RG00004,PM00080,T&M,2023-05-14,2023-06-14,105.0,,Active
PR01164,Re-Contextualize B2B Technologies,CL00023,BU00006,RG00002,PM00073,T&M,2025-08-22,2025-09-22,83.0,,Active
PR01165,Facilitate One-To-One Content,CL00112,BU00008,RG00006,PM00064,T&M,2023-01-22,2023-10-22,96.0,,Active
PR01166,Syndicate Vertical Supply-Chains,CL00049,BU00005,RG00003,PM00064,T&M,2024-11-30,2025-08-30,114.0,,Active
PR01167,Extend Killer E-Tailers,CL00053,BU00004,RG00003,PM00025,T&M,2023-11-21,2024-08-21,90.0,,Active
PR01168,Mesh Back-End Schemas,CL00038,BU00001,RG00003,PM00034,T&M,2025-04-28,2025-06-28,68.0,,Active
PR01169,Re-Intermediate B2B Web Services,CL00064,BU00006,RG00005,PM00059,T&M,2025-01-20,2025-12-31,83.0,,Active
PR01170,Synergize Revolutionary Portals,CL00224,BU00006,RG00006,PM00051,Fixed Fee,2023-01-29,2024-01-29,,28685.0,Active
PR01171,Streamline Front-End Solutions,CL00182,BU00007,RG00006,PM00077,T&M,2023-09-22,2024-06-22,112.0,,Active
PR01172,Empower Scalable Bandwidth,CL00016,BU00001,RG00003,PM00031,T&M,2025-08-17,2025-12-31,119.0,,Active
PR01173,Optimize Integrated Web Services,CL00156,BU00001,RG00001,PM00033,T&M,2023-01-13,2023-04-13,126.0,,Active
PR01174,Repurpose Bricks-And-Clicks Platforms,CL00102,BU00006,RG00002,PM00072,T&M,2024-02-26,2024-11-26,104.0,,Active
PR01175,Envisioneer Integrated E-Services,CL00044,BU00008,RG00003,PM00060,T&M,2023-01-30,2024-01-30,139.0,,Active
PR01176,Deliver Mission-Critical Vortals,CL00136,BU00007,RG00002,PM00034,T&M,2024-08-14,2025-05-14,88.0,,Active
PR01177,Cultivate E-Business Roi,CL00033,BU00008,RG00003,PM00047,Retainer,2025-01-22,2025-03-22,90.0,,Active
PR01178,Deliver Ubiquitous Schemas,CL00225,BU00005,RG00005,PM00034,T&M,2023-11-05,2024-05-05,132.0,,Active
PR01179,Integrate Interactive Deliverables,CL00043,BU00006,RG00006,PM00063,Fixed Fee,2023-02-03,2023-04-03,,136321.0,Active
PR01180,Facilitate Holistic Interfaces,CL00219,BU00008,RG00001,PM00025,T&M,2024-04-18,2024-05-18,139.0,,Active
PR01181,Utilize Cross-Media Methodologies,CL00010,BU00008,RG00003,PM00021,Fixed Fee,2023-09-01,2025-03-01,,664896.0,Active
PR01182,Seize Seamless Action-Items,CL00230,BU00008,RG00001,PM00057,T&M,2024-06-30,2024-08-30,56.0,,Active
PR01183,Empower Leading-Edge Functionalities,CL00125,BU00008,RG00004,PM00015,Retainer,2025-02-17,2025-11-17,75.0,,Completed
PR01184,Matrix Integrated Web-Readiness,CL00032,BU00006,RG00001,PM00027,Retainer,2024-02-05,2024-04-05,94.0,,Active
PR01185,Empower Magnetic Eyeballs,CL00044,BU00005,RG00005,PM00075,T&M,2025-05-12,2025-07-12,109.0,,On Hold
PR01186,Productize Impactful Web Services,CL00002,BU00003,RG00004,PM00010,T&M,2024-06-14,2024-12-14,141.0,,Active
PR01187,Evolve Enterprise Deliverables,CL00025,BU00006,RG00001,PM00037,Fixed Fee,2023-08-02,2024-02-02,,25000.0,Active
PR01188,Cultivate Bleeding-Edge E-Markets,CL00101,BU00006,RG00005,PM00014,Retainer,2025-08-09,2025-12-31,81.0,,Active
PR01189,Maximize B2C E-Commerce,CL00021,BU00008,RG00006,PM00062,T&M,2024-01-09,2024-03-09,87.0,,On Hold
PR01190,Redefine Open-Source Systems,CL00153,BU00001,RG00003,PM00006,Fixed Fee,2024-04-30,2025-01-30,,409205.0,On Hold
PR01191,Enable Best-Of-Breed Experiences,CL00084,BU00003,RG00002,PM00007,Retainer,2025-04-22,2025-12-31,109.0,,Active
PR01192,Benchmark 24/365 Channels,CL00205,BU00001,RG00006,PM00010,T&M,2023-08-04,2024-08-04,80.0,,Active
PR01193,Scale Global E-Commerce,CL00024,BU00007,RG00003,PM00023,T&M,2024-04-25,2024-05-25,98.0,,Completed
PR01194,Visualize Granular Vortals,CL00103,BU00002,RG00001,PM00027,T&M,2023-08-14,2024-05-14,100.0,,Completed
PR01195,Engage 24/7 Roi,CL00073,BU00003,RG00001,PM00039,T&M,2023-04-16,2023-06-16,173.0,,Active
PR01196,E-Enable B2B Web-Readiness,CL00207,BU00005,RG00006,PM00078,T&M,2024-05-08,2025-02-08,114.0,,Active
PR01197,Matrix Transparent E-Markets,CL00214,BU00006,RG00005,PM00026,T&M,2024-05-10,2025-02-10,126.0,,Completed
PR01198,Grow Efficient Eyeballs,CL00122,BU00005,RG00005,PM00077,T&M,2024-04-16,2025-04-16,109.0,,Completed
PR01199,Transform End-To-End Roi,CL00208,BU00006,RG00005,PM00024,T&M,2023-10-19,2024-07-19,89.0,,Active
PR01200,Engineer Real-Time Metrics,CL00011,BU00006,RG00004,PM00029,Fixed Fee,2023-02-10,2023-11-10,,336110.0,Active
